region_name,region_risk_level,recorded_at,year,month,day_of_year,is_rainy_season,rainfall_mm,temperature_c,humidity_pct,wind_speed_ms,soil_moisture_pct,risk_level
Nyabarongo Basin (Muhanga),moderate,2015-08-21,2015,8,233,0,0.38,22.2,56.8,1.72,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-08-22,2015,8,234,0,0.08,22.41,49.45,2.0,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-08-23,2015,8,235,0,0.0,19.51,49.75,2.11,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-08-24,2015,8,236,0,0.0,19.96,46.37,2.31,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-08-25,2015,8,237,0,0.01,20.03,51.0,1.77,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-08-26,2015,8,238,0,0.08,21.87,49.83,1.69,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-08-27,2015,8,239,0,0.05,22.54,47.61,1.94,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-08-28,2015,8,240,0,0.22,22.61,49.57,2.11,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-08-29,2015,8,241,0,0.51,22.94,53.44,1.5,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-08-30,2015,8,242,0,0.15,23.93,51.61,1.77,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-08-31,2015,8,243,0,2.8,23.26,56.3,1.54,61.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-01,2015,9,244,1,4.21,21.8,67.83,0.88,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-02,2015,9,245,1,6.36,20.07,78.82,0.99,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-03,2015,9,246,1,6.34,20.78,74.39,1.02,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-04,2015,9,247,1,5.98,19.19,82.64,1.13,65.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-09-05,2015,9,248,1,6.6,19.05,80.81,1.42,65.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-09-06,2015,9,249,1,1.58,19.77,73.92,1.45,66.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-07,2015,9,250,1,0.47,20.96,67.14,1.21,65.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-08,2015,9,251,1,0.82,21.32,63.03,1.88,65.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-09,2015,9,252,1,0.44,21.88,62.75,1.65,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-10,2015,9,253,1,0.3,21.46,64.26,1.83,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-11,2015,9,254,1,0.5,21.93,62.07,1.8,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-12,2015,9,255,1,0.65,21.96,63.28,1.97,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-13,2015,9,256,1,5.37,22.24,61.72,1.97,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-14,2015,9,257,1,0.05,21.91,58.27,1.87,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-15,2015,9,258,1,0.91,21.73,61.09,2.13,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-16,2015,9,259,1,4.28,21.52,67.88,1.63,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-17,2015,9,260,1,1.69,21.74,66.14,1.54,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-18,2015,9,261,1,0.49,22.18,63.95,1.31,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-19,2015,9,262,1,0.48,22.4,61.78,1.58,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-20,2015,9,263,1,0.43,22.22,59.02,1.78,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-21,2015,9,264,1,0.01,22.04,52.06,1.92,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-22,2015,9,265,1,0.05,22.6,53.78,1.75,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-23,2015,9,266,1,0.11,22.97,54.75,1.79,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-24,2015,9,267,1,0.54,22.67,58.84,1.7,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-25,2015,9,268,1,2.17,21.77,65.52,1.32,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-26,2015,9,269,1,2.06,19.73,76.33,0.65,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-27,2015,9,270,1,1.26,20.26,72.92,1.27,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-28,2015,9,271,1,3.26,21.29,67.52,1.77,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-29,2015,9,272,1,0.71,22.31,63.35,1.47,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-09-30,2015,9,273,1,1.67,22.07,64.48,0.96,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-01,2015,10,274,1,4.29,21.51,68.15,1.33,62.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-02,2015,10,275,1,2.98,21.77,65.33,1.76,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-03,2015,10,276,1,5.24,19.52,82.42,1.19,64.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-10-04,2015,10,277,1,2.55,21.03,72.49,1.77,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-05,2015,10,278,1,0.74,21.97,64.64,1.95,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-06,2015,10,279,1,0.06,22.6,58.19,2.21,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-07,2015,10,280,1,0.41,21.86,57.4,1.88,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-08,2015,10,281,1,0.76,21.89,62.45,1.97,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-09,2015,10,282,1,6.91,21.24,72.37,1.17,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-10,2015,10,283,1,1.51,20.91,72.6,1.25,63.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-11,2015,10,284,1,6.54,20.15,77.55,1.48,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-12,2015,10,285,1,1.92,21.06,70.99,1.39,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-13,2015,10,286,1,2.49,21.31,69.44,1.49,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-14,2015,10,287,1,1.48,21.05,68.69,1.5,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-15,2015,10,288,1,1.61,21.0,71.05,1.26,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-16,2015,10,289,1,1.63,21.92,69.64,1.06,64.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-17,2015,10,290,1,3.57,18.94,82.59,1.7,64.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-10-18,2015,10,291,1,22.52,18.89,78.85,0.93,66.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-10-19,2015,10,292,1,3.19,19.7,78.84,1.6,68.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-20,2015,10,293,1,3.46,19.6,78.93,1.52,68.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-21,2015,10,294,1,1.82,20.82,73.47,1.36,67.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-22,2015,10,295,1,2.23,21.36,72.37,1.17,67.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-23,2015,10,296,1,3.63,20.9,76.25,1.06,66.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-24,2015,10,297,1,8.32,18.75,84.53,1.47,67.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-10-25,2015,10,298,1,3.96,19.79,79.93,1.3,67.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-26,2015,10,299,1,3.29,20.21,76.7,1.15,67.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-27,2015,10,300,1,1.25,20.94,75.5,0.99,67.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-28,2015,10,301,1,7.37,20.51,79.72,1.06,66.0,low
Nyabarongo Basin (Muhanga),moderate,2015-10-29,2015,10,302,1,10.98,19.28,81.69,0.93,68.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-10-30,2015,10,303,1,16.49,19.55,79.35,0.99,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-10-31,2015,10,304,1,12.5,19.65,81.92,1.01,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-01,2015,11,305,1,6.1,20.25,80.79,0.93,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-02,2015,11,306,1,12.18,20.35,77.23,0.81,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-03,2015,11,307,1,20.25,20.3,80.39,0.94,73.0,high
Nyabarongo Basin (Muhanga),moderate,2015-11-04,2015,11,308,1,4.07,19.96,78.85,1.09,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-05,2015,11,309,1,20.75,18.07,91.27,1.16,74.0,high
Nyabarongo Basin (Muhanga),moderate,2015-11-06,2015,11,310,1,2.41,19.08,79.94,1.41,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-07,2015,11,311,1,3.54,18.84,85.56,1.62,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-08,2015,11,312,1,1.74,19.3,80.78,1.37,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-09,2015,11,313,1,3.66,18.36,85.83,1.21,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-10,2015,11,314,1,13.31,19.48,79.79,0.94,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-11,2015,11,315,1,23.73,19.24,83.29,0.88,76.0,high
Nyabarongo Basin (Muhanga),moderate,2015-11-12,2015,11,316,1,4.77,19.1,86.13,0.98,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-13,2015,11,317,1,8.99,19.89,83.5,1.31,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-14,2015,11,318,1,0.87,19.68,80.13,1.32,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-15,2015,11,319,1,6.11,20.14,79.18,1.16,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-16,2015,11,320,1,25.99,19.75,82.61,1.72,76.0,high
Nyabarongo Basin (Muhanga),moderate,2015-11-17,2015,11,321,1,15.88,18.48,84.89,0.96,78.0,high
Nyabarongo Basin (Muhanga),moderate,2015-11-18,2015,11,322,1,1.72,19.83,77.91,0.86,78.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-19,2015,11,323,1,2.16,19.95,81.0,1.36,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-20,2015,11,324,1,3.88,19.11,85.02,1.3,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-21,2015,11,325,1,2.58,19.17,80.63,1.16,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-22,2015,11,326,1,2.77,19.46,82.22,1.27,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-23,2015,11,327,1,6.04,20.02,81.3,1.31,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-24,2015,11,328,1,5.77,19.12,84.91,1.11,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-25,2015,11,329,1,3.86,20.37,79.34,1.06,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-26,2015,11,330,1,16.15,19.17,86.85,0.85,75.0,high
Nyabarongo Basin (Muhanga),moderate,2015-11-27,2015,11,331,1,11.6,19.03,83.58,0.74,77.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-28,2015,11,332,1,3.45,19.54,82.37,1.12,77.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-29,2015,11,333,1,1.98,19.31,82.91,1.35,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-11-30,2015,11,334,1,12.14,18.28,91.15,1.06,77.0,high
Nyabarongo Basin (Muhanga),moderate,2015-12-01,2015,12,335,1,2.07,19.77,81.69,1.29,77.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-02,2015,12,336,1,1.73,19.89,82.48,1.13,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-03,2015,12,337,1,1.5,20.24,81.1,1.06,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-04,2015,12,338,1,3.03,19.38,84.05,1.23,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-05,2015,12,339,1,1.56,19.96,80.14,0.79,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-06,2015,12,340,1,1.0,20.23,79.61,1.18,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-07,2015,12,341,1,0.89,20.06,79.41,1.34,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-08,2015,12,342,1,1.17,20.37,78.3,1.16,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-09,2015,12,343,1,1.45,20.58,78.57,0.99,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-10,2015,12,344,1,4.81,20.55,81.13,0.8,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-11,2015,12,345,1,7.61,19.39,86.03,0.88,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-12,2015,12,346,1,2.89,19.9,82.44,0.74,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-13,2015,12,347,1,10.49,18.53,85.22,0.76,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-14,2015,12,348,1,6.41,18.22,87.33,0.85,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-15,2015,12,349,1,4.61,17.93,90.26,0.79,77.0,high
Nyabarongo Basin (Muhanga),moderate,2015-12-16,2015,12,350,1,0.88,18.53,87.02,0.93,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-17,2015,12,351,1,3.73,18.93,84.18,1.31,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-18,2015,12,352,1,3.93,19.03,82.97,1.21,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-19,2015,12,353,1,4.74,18.99,82.4,1.12,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-20,2015,12,354,1,6.82,19.0,85.58,1.25,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-21,2015,12,355,1,5.86,19.49,83.29,1.17,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-22,2015,12,356,1,1.05,20.14,79.04,1.12,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-23,2015,12,357,1,1.57,19.36,81.48,1.47,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-24,2015,12,358,1,1.92,19.23,82.96,1.47,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-25,2015,12,359,1,1.03,19.27,81.36,1.44,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-26,2015,12,360,1,0.35,19.75,79.4,1.47,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-27,2015,12,361,1,0.66,20.07,80.1,1.29,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-28,2015,12,362,1,1.4,20.09,82.66,1.26,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-29,2015,12,363,1,0.94,19.81,83.73,1.21,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-30,2015,12,364,1,0.21,20.66,77.16,1.4,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2015-12-31,2015,12,365,1,0.09,21.01,72.71,1.33,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-01,2016,1,1,0,0.37,20.94,75.45,1.15,71.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-02,2016,1,2,0,0.27,21.2,74.27,1.44,70.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-03,2016,1,3,0,0.23,21.34,72.34,1.56,70.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-04,2016,1,4,0,0.24,21.06,73.32,1.55,69.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-05,2016,1,5,0,1.12,20.11,78.82,1.58,69.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-06,2016,1,6,0,0.44,20.92,76.25,1.47,69.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-07,2016,1,7,0,0.17,21.16,75.98,1.22,69.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-08,2016,1,8,0,0.29,21.24,77.83,1.26,68.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-09,2016,1,9,0,0.63,20.58,80.2,0.72,68.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-10,2016,1,10,0,0.98,19.67,76.53,0.84,69.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-11,2016,1,11,0,13.9,20.43,80.27,0.87,70.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-12,2016,1,12,0,3.54,19.96,84.11,0.91,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-13,2016,1,13,0,2.47,20.65,80.32,0.74,71.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-14,2016,1,14,0,7.26,18.59,87.01,0.63,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-15,2016,1,15,0,1.41,19.15,82.6,0.74,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-16,2016,1,16,0,9.84,19.83,83.33,0.64,72.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-17,2016,1,17,0,8.55,19.49,83.41,1.14,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-18,2016,1,18,0,2.58,19.61,82.0,0.74,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-19,2016,1,19,0,4.65,19.63,78.93,0.97,74.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-20,2016,1,20,0,3.81,18.67,82.63,0.96,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-21,2016,1,21,0,0.58,20.08,76.12,0.91,74.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-22,2016,1,22,0,3.97,20.39,81.59,1.03,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-23,2016,1,23,0,10.99,18.82,84.27,1.16,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-01-24,2016,1,24,0,0.77,19.82,78.3,1.13,74.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-25,2016,1,25,0,0.78,20.73,75.67,1.03,73.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-26,2016,1,26,0,1.65,21.06,72.15,0.66,73.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-27,2016,1,27,0,1.28,20.72,73.2,0.65,72.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-28,2016,1,28,0,0.9,20.18,75.16,1.02,72.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-29,2016,1,29,0,0.03,20.27,69.06,1.14,71.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-30,2016,1,30,0,0.0,20.51,66.85,1.08,71.0,low
Nyabarongo Basin (Muhanga),moderate,2016-01-31,2016,1,31,0,0.73,21.19,68.02,0.79,70.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-01,2016,2,32,0,4.26,21.0,71.86,1.25,70.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-02,2016,2,33,0,1.4,20.78,72.61,1.3,70.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-03,2016,2,34,0,2.58,20.22,76.38,1.09,70.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-04,2016,2,35,0,0.94,21.43,69.94,1.02,70.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-05,2016,2,36,0,0.24,22.27,66.47,1.2,69.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-06,2016,2,37,0,0.07,22.74,63.01,1.13,69.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-07,2016,2,38,0,1.04,21.45,72.86,0.85,68.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-08,2016,2,39,0,3.1,20.29,77.72,0.89,68.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-09,2016,2,40,0,8.22,20.97,72.84,0.83,70.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-10,2016,2,41,0,0.8,21.48,68.5,1.19,70.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-11,2016,2,42,0,0.21,21.91,65.23,1.17,69.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-12,2016,2,43,0,0.92,21.28,73.29,1.08,69.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-13,2016,2,44,0,1.42,21.4,69.57,1.03,68.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-14,2016,2,45,0,0.4,21.86,65.65,1.06,68.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-15,2016,2,46,0,0.28,21.52,69.21,1.31,68.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-16,2016,2,47,0,0.24,21.35,71.71,1.38,67.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-17,2016,2,48,0,0.15,22.02,71.05,1.23,67.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-18,2016,2,49,0,0.64,23.34,67.42,0.9,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-19,2016,2,50,0,2.48,22.17,73.41,1.19,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-20,2016,2,51,0,2.24,21.83,75.07,1.06,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-21,2016,2,52,0,4.21,20.81,80.61,0.76,67.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-22,2016,2,53,0,0.05,22.31,70.82,1.2,67.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-23,2016,2,54,0,0.31,22.82,66.91,1.33,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-24,2016,2,55,0,0.09,22.57,71.16,1.44,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-25,2016,2,56,0,0.78,22.36,69.31,1.47,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-26,2016,2,57,0,0.92,23.17,67.19,1.06,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-27,2016,2,58,0,1.32,21.94,74.75,1.23,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-28,2016,2,59,0,0.54,21.87,72.87,1.5,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-02-29,2016,2,60,0,1.42,21.7,72.5,1.46,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-01,2016,3,61,1,0.82,22.05,72.19,1.51,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-02,2016,3,62,1,1.57,21.82,74.77,1.14,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-03,2016,3,63,1,2.31,21.3,77.6,1.33,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-04,2016,3,64,1,0.99,21.0,74.54,1.14,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-05,2016,3,65,1,0.33,21.6,73.42,1.48,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-06,2016,3,66,1,0.59,22.43,68.71,1.34,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-07,2016,3,67,1,2.37,22.55,73.44,1.41,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-08,2016,3,68,1,12.46,20.48,82.95,0.83,66.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-03-09,2016,3,69,1,1.72,20.88,75.44,1.02,67.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-10,2016,3,70,1,1.09,21.49,73.51,0.91,67.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-11,2016,3,71,1,1.52,21.74,75.33,1.28,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-12,2016,3,72,1,0.08,21.8,74.36,1.47,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-13,2016,3,73,1,0.24,22.17,70.56,1.38,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-14,2016,3,74,1,0.05,22.91,68.17,1.26,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-15,2016,3,75,1,0.07,23.71,62.17,1.22,65.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-16,2016,3,76,1,0.09,23.54,62.99,1.27,64.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-17,2016,3,77,1,0.84,22.2,69.25,1.32,64.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-18,2016,3,78,1,0.91,22.05,71.63,1.21,64.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-19,2016,3,79,1,1.57,21.48,74.98,1.28,64.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-20,2016,3,80,1,1.19,20.86,76.71,0.84,64.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-21,2016,3,81,1,1.23,21.98,70.87,0.85,64.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-22,2016,3,82,1,12.34,22.27,72.92,1.14,64.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-23,2016,3,83,1,13.02,22.31,76.44,0.49,68.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-24,2016,3,84,1,4.47,21.91,78.18,1.16,68.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-25,2016,3,85,1,4.4,21.34,80.19,1.35,68.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-03-26,2016,3,86,1,1.41,22.12,74.54,1.03,68.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-27,2016,3,87,1,0.19,22.19,70.45,1.47,67.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-28,2016,3,88,1,0.06,22.81,69.57,1.32,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-29,2016,3,89,1,0.78,22.37,74.8,1.21,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-30,2016,3,90,1,4.44,22.12,77.67,0.94,66.0,low
Nyabarongo Basin (Muhanga),moderate,2016-03-31,2016,3,91,1,35.25,21.92,78.29,0.75,67.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-04-01,2016,4,92,1,37.56,21.5,79.08,1.12,74.0,high
Nyabarongo Basin (Muhanga),moderate,2016-04-02,2016,4,93,1,17.0,20.75,81.98,1.01,76.0,high
Nyabarongo Basin (Muhanga),moderate,2016-04-03,2016,4,94,1,8.64,20.57,82.48,1.1,77.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-04-04,2016,4,95,1,7.05,20.12,83.09,0.88,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-04-05,2016,4,96,1,14.89,19.9,84.18,0.86,76.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-04-06,2016,4,97,1,0.74,20.99,80.92,1.1,75.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-04-07,2016,4,98,1,1.65,19.27,87.43,1.49,74.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-04-08,2016,4,99,1,1.82,20.37,79.33,1.34,73.0,moderate
Nyabarongo Basin (Muhanga),moderate,2016-04-09,2016,4,100,1,2.06,20.8,80.74,1.25,72.0,moderate
